# Energy(keV)    dEe/dx(keV/micro_m)  dEn/dx(keV/micro_m)  x(micro_m)
1.000000000000000000e+03 7.150000000000000000e+02 8.606000000000000227e+01 1.540000000000000036e+00
1.100000000000000000e+03 7.671000000000000227e+02 8.042000000000000171e+01 1.649999999999999911e+00
1.200000000000000000e+03 8.177000000000000455e+02 7.556000000000000227e+01 1.760000000000000009e+00
1.300000000000000000e+03 8.667999999999999545e+02 7.131000000000000227e+01 1.870000000000000107e+00
1.400000000000000000e+03 9.145000000000000000e+02 6.756000000000000227e+01 1.969999999999999973e+00
1.500000000000000000e+03 9.610000000000000000e+02 6.423000000000000398e+01 2.060000000000000053e+00
1.600000000000000000e+03 1.006000000000000000e+03 6.125000000000000000e+01 2.160000000000000142e+00
1.700000000000000000e+03 1.050000000000000000e+03 5.854999999999999716e+01 2.240000000000000213e+00
1.800000000000000000e+03 1.094000000000000000e+03 5.610999999999999943e+01 2.330000000000000071e+00
2.000000000000000000e+03 1.177000000000000000e+03 5.185000000000000142e+01 2.490000000000000213e+00
2.250000000000000000e+03 1.277000000000000000e+03 4.742999999999999972e+01 2.680000000000000160e+00
2.500000000000000000e+03 1.372000000000000000e+03 4.377000000000000313e+01 2.859999999999999876e+00
2.750000000000000000e+03 1.463000000000000000e+03 4.067999999999999972e+01 3.029999999999999805e+00
3.000000000000000000e+03 1.551000000000000000e+03 3.803999999999999915e+01 3.189999999999999947e+00
3.250000000000000000e+03 1.634000000000000000e+03 3.574000000000000199e+01 3.339999999999999858e+00
3.500000000000000000e+03 1.715000000000000000e+03 3.374000000000000199e+01 3.479999999999999982e+00
3.750000000000000000e+03 1.793000000000000000e+03 3.196000000000000085e+01 3.620000000000000107e+00
4.000000000000000000e+03 1.867000000000000000e+03 3.037999999999999901e+01 3.759999999999999787e+00
4.500000000000000000e+03 2.009000000000000000e+03 2.767999999999999972e+01 4.009999999999999787e+00
5.000000000000000000e+03 2.142000000000000000e+03 2.544999999999999929e+01 4.240000000000000213e+00
5.500000000000000000e+03 2.266000000000000000e+03 2.358999999999999986e+01 4.459999999999999964e+00
6.000000000000000000e+03 2.384000000000000000e+03 2.198999999999999844e+01 4.679999999999999716e+00
6.500000000000000000e+03 2.495000000000000000e+03 2.062000000000000099e+01 4.879999999999999893e+00
7.000000000000000000e+03 2.601000000000000000e+03 1.942000000000000171e+01 5.070000000000000284e+00
8.000000000000000000e+03 2.800000000000000000e+03 1.742000000000000171e+01 5.440000000000000391e+00
9.000000000000000000e+03 2.984000000000000000e+03 1.582000000000000028e+01 5.780000000000000249e+00
1.000000000000000000e+04 3.151000000000000000e+03 1.450999999999999979e+01 6.099999999999999645e+00
